EmployeeID;Target;Age;AvgDailyHours;Department;Education;EducationField;Gender;HasFlexibleTimings;IsIndividualContributor;JobInvolvement;JobRole;JobSatisfaction;LeavesTaken;MaritalStatus;MicromanagedAtWork;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;RemoteWorkSatistfaction;SelfMotivationLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;WorkLoadLevel;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager
105022;0;58.0;6.11;Human Resources;2;Medical;Male;No;Yes;1;Sales Representative;2;21.0;Single;4.0;7666670;8;9;4;1;Very High;1;37.0;1;3;High;22.0;5.0;10.0
105023;0;26.0;8.88;Human Resources;2;Technical Degree;Male;No;No;4;Healthcare Representative;3;3.0;Single;2.0;1041;1;11;3;2;Very High;4;0.0;2;3;High;0.0;0.0;0.0
105024;0;33.0;7.39;Research & Development;3;Marketing;Female;Yes;Yes;2;Laboratory Technician;4;18.0;Single;2.0;175000;2;13;1;4;Low;1;10.0;6;3;Medium;9.0;4.0;1.0
105025;0;36.0;6.29;Sales;5;Other;Female;No;Yes;3;Healthcare Representative;4;20.0;Single;5.0;183333;2;8;4;2;High;4;11.0;2;3;Medium;5.0;5.0;5.0
105026;0;24.0;6.13;Human Resources;5;Medical;Female;No;No;3;Manufacturing Director;1;6.0;Single;2.0;58333;1;21;2;4;Low;3;3.0;1;2;Low;3.0;3.0;2.0
105027;0;58.0;9.6;Sales;2;Medical;Male;Yes;No;3;Healthcare Representative;2;8.0;Married;4.0;291667;1;16;3;1;Very High;3;10.0;6;3;High;1.0;1.0;1.0
105028;0;18.0;9.53;Research & Development;5;Marketing;Male;Yes;Yes;4;Manager;3;10.0;Divorced;1.0;33333;1;24;1;3;Very High;2;0.0;5;4;Medium;0.0;0.0;0.0
105029;1;49.0;9.68;Research & Development;1;Other;Male;No;No;4;Human Resources;2;27.0;Single;4.0;350000;2;10;1;3;Very High;4;26.0;5;1;Medium;26.0;5.0;4.0
105030;0;31.0;6.72;Research & Development;3;Life Sciences;Female;Yes;No;2;Sales Representative;4;8.0;Single;5.0;16667;1;16;1;2;Medium;1;1.0;2;4;Low;0.0;0.0;0.0
105031;0;26.0;7.69;Human Resources;3;Human Resources;Male;No;Yes;4;Sales Executive;1;2.0;Married;3.0;16667;1;15;3;1;Very Low;2;1.0;5;3;Medium;0.0;0.0;0.0
105032;0;42.0;6.58;Research & Development;5;Medical;Female;No;Yes;2;Human Resources;2;5.0;Single;5.0;108333;2;19;1;1;Very High;4;4.0;6;2;High;3.0;3.0;3.0
105033;0;56.0;6.04;Research & Development;5;Life Sciences;Male;Yes;No;1;Manager;3;6.0;Single;1.0;116667;2;21;2;2;Low;4;9.0;0;2;High;2.0;2.0;2.0
105034;0;;7.88;Sales;2;Medical;Male;No;No;2;Human Resources;1;14.0;Married;4.0;233333;2;15;4;3;High;1;12.0;6;2;Medium;9.0;3.0;2.0
105035;0;43.0;6.9;Research & Development;2;Life Sciences;Female;No;Yes;3;Manufacturing Director;2;16.0;Married;3.0;233333;2;17;3;3;Medium;3;12.0;5;3;Low;5.0;5.0;3.0
105036;0;42.0;7.37;Sales;1;Technical Degree;Female;No;Yes;1;Sales Executive;1;6.0;Married;2.0;41667;1;15;3;4;Very High;3;3.0;6;2;High;0.0;0.0;0.0
105037;0;36.0;6.9;Sales;5;Marketing;Female;No;Yes;2;Healthcare Representative;3;4.0;Married;1.0;83333;3;17;2;3;High;3;6.0;2;2;High;1.0;1.0;1.0
105038;0;55.0;8.14;Human Resources;4;Marketing;Male;No;No;3;;2;8.0;;2.0;258333;2;9;1;4;High;1;9.0;6;1;Low;0.0;0.0;0.0
105039;1;46.0;10.8;Human Resources;3;Human Resources;Male;No;No;4;Sales Representative;2;14.0;Single;2.0;350000;4;14;4;2;Very Low;1;20.0;3;4;High;17.0;2.0;7.0
105040;0;43.0;7.67;Sales;1;Other;Male;Yes;Yes;1;Sales Executive;1;17.0;Single;1.0;433333;2;17;1;4;Very High;1;21.0;0;3;Medium;19.0;2.0;8.0
105041;1;58.0;7.52;Human Resources;3;Technical Degree;Female;No;No;4;Laboratory Technician;1;7.0;Divorced;1.0;25000;1;8;4;1;High;1;1.0;1;1;High;0.0;0.0;0.0
105042;0;59.0;7.29;Human Resources;1;Technical Degree;Male;No;No;1;Healthcare Representative;3;9.0;Single;4.0;275000;2;11;4;3;Very High;3;15.0;2;2;Low;7.0;1.0;1.0
105043;0;36.0;9.94;Sales;1;Technical Degree;Female;Yes;No;4;Research Scientist;2;19.0;Divorced;2.0;66667;2;8;3;1;Medium;4;5.0;4;3;High;5.0;5.0;4.0
105044;0;22.0;7.72;Sales;1;Technical Degree;Female;Yes;No;3;Manager;2;5.0;Divorced;3.0;16667;1;25;1;3;Medium;2;1.0;4;3;Low;0.0;0.0;0.0
105045;0;51.0;7.64;Human Resources;5;Human Resources;Male;No;No;4;Research Scientist;3;27.0;Divorced;5.0;283333;4;12;2;1;Very Low;1;22.0;4;4;High;20.0;0.0;8.0
105046;0;24.0;6.82;Research & Development;3;Medical;Female;No;Yes;2;Sales Representative;1;6.0;Married;2.0;41667;1;18;4;2;Very High;1;2.0;2;3;Low;0.0;0.0;0.0
105047;1;37.0;6.9;Human Resources;2;Life Sciences;Male;No;No;1;Manager;1;17.0;Single;2.0;66667;1;25;3;1;Very Low;2;5.0;6;2;Medium;5.0;5.0;1.0
105048;0;27.0;6.19;Human Resources;1;Other;Female;No;Yes;1;Human Resources;1;20.0;Single;1.0;91667;1;25;1;1;Very High;3;4.0;0;3;High;3.0;3.0;2.0
105049;0;24.0;9.68;Sales;2;Life Sciences;Female;Yes;No;1;Sales Representative;2;5.0;Single;2.0;25000;1;15;2;2;High;4;0.0;1;4;High;0.0;0.0;0.0
105050;0;23.0;7.1;Human Resources;3;Life Sciences;Female;No;Yes;3;Sales Executive;3;6.0;Married;4.0;25000;1;12;1;3;High;1;0.0;1;2;Low;0.0;0.0;0.0
105051;0;59.0;6.2;Sales;4;Medical;Male;;No;2;Healthcare Representative;4;12.0;Divorced;4.0;425000;1;14;3;1;Very Low;2;;4;3;Medium;11.0;3.0;0.0
105052;0;32.0;7.71;Sales;1;Technical Degree;Female;Yes;No;1;Healthcare Representative;3;10.0;Divorced;4.0;91667;1;22;3;4;Very High;2;4.0;1;2;High;4.0;4.0;1.0
105053;0;52.0;6.41;Research & Development;3;Human Resources;Male;Yes;No;4;Sales Executive;1;3.0;Divorced;4.0;16667;1;22;1;1;Medium;4;1.0;6;4;High;1.0;1.0;1.0
105054;0;56.0;7.3;Sales;5;Human Resources;Female;No;Yes;3;Manufacturing Director;4;9.0;Married;2.0;83333;1;7;4;3;Very High;3;3.0;3;2;High;0.0;0.0;0.0
105055;0;33.0;6.78;Human Resources;5;Human Resources;Male;No;No;2;Research Director;3;10.0;Single;2.0;133333;1;9;2;3;Medium;3;5.0;1;2;High;0.0;0.0;0.0
105056;0;55.0;8.8;Sales;5;Technical Degree;Female;Yes;Yes;3;Research Scientist;3;11.0;Single;1.0;483333;2;19;3;3;Low;2;25.0;0;2;High;16.0;5.0;10.0
105057;0;37.0;10.67;Sales;4;Marketing;Female;No;Yes;1;Human Resources;3;2.0;Single;1.0;216667;2;7;2;3;High;2;9.0;3;3;High;0.0;0.0;0.0
105058;0;36.0;6.08;Human Resources;2;Human Resources;Male;No;No;4;Research Director;4;14.0;Single;5.0;200000;3;25;3;3;Very High;1;12.0;2;3;Medium;11.0;2.0;2.0
105059;0;21.0;8.68;Research & Development;3;Technical Degree;Female;Yes;No;1;Sales Executive;3;5.0;Single;2.0;66667;1;10;2;4;High;1;3.0;6;3;Medium;3.0;3.0;2.0
105060;0;47.0;6.11;Sales;2;Technical Degree;Female;No;No;2;Research Scientist;2;13.0;Married;5.0;141667;1;25;1;1;Very High;2;9.0;1;4;Low;9.0;2.0;9.0
105061;1;55.0;7.59;Human Resources;4;Other;Female;No;No;3;Laboratory Technician;4;22.0;Single;4.0;550000;6;17;1;2;Very High;4;33.0;1;1;Low;31.0;2.0;6.0
105062;0;23.0;6.8;Sales;1;Human Resources;Female;No;No;3;Research Director;2;6.0;Single;5.0;16667;1;14;4;3;Very Low;2;0.0;2;4;Low;0.0;0.0;0.0
105063;0;51.0;6.99;Human Resources;4;Medical;Female;No;Yes;3;Research Director;4;7.0;Divorced;3.0;58333;1;24;1;3;Very High;4;2.0;5;1;High;0.0;0.0;0.0
105064;0;58.0;7.23;Research & Development;1;Human Resources;Male;Yes;Yes;2;Laboratory Technician;1;30.0;Divorced;4.0;7500000;6;22;2;1;Medium;3;37.0;2;1;;19.0;3.0;1.0
105065;0;48.0;7.31;Sales;2;Technical Degree;Female;Yes;No;1;Laboratory Technician;3;5.0;Divorced;2.0;166667;2;8;3;1;Low;1;6.0;3;4;High;4.0;4.0;4.0
105066;0;41.0;9.29;Research & Development;4;Marketing;Female;No;Yes;4;Laboratory Technician;1;10.0;Single;4.0;125000;4;14;4;1;Very Low;3;8.0;1;3;Medium;3.0;3.0;2.0
105067;0;38.0;7.4;Human Resources;4;Technical Degree;Female;No;No;3;Human Resources;2;11.0;Married;4.0;50000;1;22;4;4;Very High;4;2.0;3;2;Medium;2.0;2.0;2.0
105068;0;24.0;7.68;Sales;5;Human Resources;Female;No;Yes;1;Human Resources;1;2.0;Married;4.0;16667;1;23;3;4;High;3;1.0;3;3;Low;1.0;1.0;1.0
105069;0;27.0;8.89;Sales;2;Life Sciences;Male;No;No;3;Research Director;1;3.0;Single;5.0;25000;1;14;4;2;Very High;1;1.0;0;4;Low;1.0;1.0;1.0
105070;0;39.0;7.1;Research & Development;1;Medical;Female;No;Yes;4;Manufacturing Director;1;2.0;Single;5.0;50000;1;22;3;2;Low;1;2.0;6;3;Low;1.0;1.0;1.0
105071;0;51.0;6.62;Sales;2;Marketing;Male;Yes;No;3;Sales Executive;1;6.0;Divorced;5.0;91667;2;8;1;1;Very High;3;5.0;0;2;Medium;4.0;4.0;3.0
105072;0;56.0;7.97;Research & Development;2;Marketing;Male;Yes;No;4;Human Resources;1;20.0;Divorced;4.0;550000;1;25;1;2;Very Low;1;32.0;0;3;Low;27.0;3.0;1.0
105073;0;20.0;7.99;Sales;1;Other;Male;;;3;Sales Representative;1;;Single;1.0;25000;1;19;2;2;High;4;1.0;0;4;High;1.0;1.0;1.0
105074;0;32.0;7.67;Research & Development;5;Technical Degree;Male;Yes;No;3;Manager;4;5.0;Divorced;4.0;150000;1;14;3;4;Low;3;8.0;1;4;Low;8.0;4.0;4.0
105075;0;32.0;10.99;Sales;4;Human Resources;Male;Yes;No;2;Human Resources;4;13.0;Divorced;4.0;108333;2;14;2;4;Very Low;2;8.0;1;3;Low;4.0;4.0;4.0
105076;0;59.0;10.7;Human Resources;1;Human Resources;Female;No;No;3;Research Director;4;10.0;Divorced;5.0;491667;5;23;3;3;High;4;29.0;3;4;Medium;20.0;0.0;1.0
105077;1;57.0;9.91;Human Resources;2;Marketing;;No;Yes;4;Manager;1;10.0;Divorced;4.0;16667;1;7;3;2;Very Low;1;1.0;3;3;High;1.0;1.0;1.0
105078;0;48.0;10.55;Sales;5;Human Resources;Male;Yes;Yes;1;Sales Representative;4;8.0;Divorced;4.0;258333;1;23;3;4;Very High;3;14.0;4;3;;4.0;4.0;3.0
105079;0;54.0;6.02;Research & Development;2;Marketing;Male;No;Yes;4;Sales Executive;2;17.0;Divorced;3.0;208333;1;19;4;2;High;1;12.0;2;4;Medium;12.0;3.0;1.0
105080;0;;10.85;Sales;3;Other;Male;No;No;3;Sales Executive;1;4.0;Married;4.0;16667;1;24;2;2;Very High;3;0.0;4;2;Low;0.0;0.0;0.0
105081;0;24.0;6.82;Research & Development;1;Medical;Female;No;No;4;Manager;3;6.0;Married;2.0;50000;1;7;4;3;Medium;3;2.0;6;1;High;0.0;0.0;0.0
105082;1;18.0;6.38;Sales;4;Medical;Female;No;Yes;3;Research Director;3;4.0;Divorced;2.0;16667;1;12;2;3;High;4;0.0;4;4;Medium;0.0;0.0;0.0
105083;0;29.0;6.09;Human Resources;4;Other;Female;No;Yes;2;Human Resources;2;9.0;Single;4.0;16667;1;15;3;1;Low;3;1.0;0;2;High;0.0;0.0;0.0
105084;0;26.0;10.07;Research & Development;3;Technical Degree;Female;No;No;2;Manager;1;6.0;Married;3.0;25000;1;8;3;1;Very High;4;1.0;6;2;Low;1.0;1.0;1.0
105085;0;44.0;7.39;Human Resources;1;Medical;Female;No;Yes;3;Research Director;2;25.0;Divorced;3.0;300000;1;7;4;3;Very High;2;19.0;5;1;Medium;10.0;3.0;6.0
105086;0;36.0;8.63;Research & Development;1;Life Sciences;Female;No;No;3;Manager;3;20.0;Divorced;2.0;41667;1;16;4;4;Medium;3;3.0;0;3;Low;3.0;3.0;2.0
105087;1;58.0;6.38;Human Resources;1;Technical Degree;Male;No;No;2;Sales Representative;3;15.0;Divorced;5.0;233333;3;10;3;1;Medium;4;8.0;0;2;Low;7.0;5.0;7.0
105088;0;34.0;7.42;Human Resources;5;Other;Female;No;No;2;Healthcare Representative;2;14.0;Divorced;3.0;58333;2;10;2;3;Low;3;4.0;1;2;Low;4.0;4.0;3.0
105089;0;26.0;8.42;Human Resources;3;Technical Degree;Male;No;No;1;Sales Representative;4;13.0;Divorced;3.0;58333;1;24;2;2;High;4;4.0;4;4;Low;2.0;2.0;2.0
105090;0;24.0;6.41;Human Resources;5;Medical;Female;No;Yes;3;Sales Representative;2;9.0;Divorced;2.0;33333;1;18;3;2;High;4;2.0;5;1;Low;0.0;0.0;0.0
105091;0;32.0;6.47;Research & Development;3;Other;Male;No;No;2;Healthcare Representative;2;12.0;Divorced;2.0;50000;1;24;3;2;High;4;4.0;5;4;Low;2.0;2.0;2.0
105092;0;30.0;7.99;Human Resources;2;Human Resources;Female;No;No;2;Human Resources;2;19.0;Single;2.0;75000;1;9;2;2;Very High;4;4.0;4;1;Low;2.0;2.0;2.0
105093;1;39.0;9.81;Sales;4;Technical Degree;Female;No;No;2;Manufacturing Director;4;5.0;Married;2.0;100000;1;14;2;3;Very High;1;5.0;1;1;Low;;;
105094;0;58.0;9.13;Human Resources;2;Marketing;Female;No;No;3;Research Director;3;4.0;Married;5.0;308333;3;18;3;2;Very Low;4;21.0;5;2;Medium;1.0;1.0;1.0
105095;0;45.0;2.16;Sales;1;Marketing;Male;Yes;Yes;3;Manufacturing Director;2;14.0;Single;4.0;250000;2;20;4;1;Very Low;4;16.0;6;4;High;11.0;1.0;6.0
105096;0;27.0;8.8;Research & Development;5;Marketing;Female;Yes;No;4;Manager;2;12.0;Single;2.0;133333;1;9;2;1;Very High;2;5.0;3;2;High;4.0;4.0;1.0
105097;0;48.0;7.23;Sales;1;Life Sciences;Female;Yes;No;4;Human Resources;3;28.0;Single;3.0;250000;3;11;2;3;Very High;2;18.0;6;1;Low;13.0;5.0;3.0
105098;1;23.0;7.43;Sales;1;Technical Degree;Male;Yes;Yes;4;Laboratory Technician;3;8.0;Divorced;1.0;16667;1;20;3;3;High;2;0.0;4;2;High;0.0;0.0;0.0
105099;0;28.0;5.98;Human Resources;2;Technical Degree;Female;No;No;3;Laboratory Technician;4;12.0;Married;3.0;125000;2;20;4;2;Medium;3;7.0;3;4;Medium;3.0;3.0;1.0
105100;0;51.0;6.0;Sales;5;Human Resources;Female;Yes;Yes;3;Manager;4;6.0;Single;3.0;133333;2;8;1;4;Very Low;1;5.0;2;1;Medium;0.0;0.0;0.0
105101;0;57.0;6.47;Research & Development;4;Life Sciences;Male;Yes;Yes;4;Human Resources;1;25.0;Married;5.0;316667;3;9;2;4;Low;1;18.0;5;3;Low;18.0;0.0;5.0
105102;1;23.0;7.42;Human Resources;3;Other;Male;No;Yes;3;Sales Executive;1;3.0;Single;1.0;58333;1;11;2;3;Low;3;2.0;3;4;High;0.0;0.0;0.0
105103;0;29.0;8.4;Research & Development;3;Other;Female;;No;2;Research Scientist;4;17.0;Divorced;4.0;166667;2;13;2;4;Very High;3;;2;1;Low;4.0;4.0;1.0
105104;0;40.0;7.48;Research & Development;5;Life Sciences;Female;Yes;Yes;2;Research Scientist;4;19.0;Single;1.0;241667;1;24;4;4;Very Low;1;10.0;0;1;Medium;9.0;5.0;4.0
105105;0;36.0;7.09;Research & Development;5;Life Sciences;Male;No;No;1;Sales Representative;1;7.0;Married;2.0;75000;1;16;1;3;Low;4;5.0;3;4;High;5.0;5.0;1.0
105106;0;27.0;6.45;Sales;2;Life Sciences;Male;No;No;3;Healthcare Representative;1;6.0;Divorced;4.0;133333;2;14;1;1;Very High;4;5.0;3;4;;4.0;4.0;3.0
105107;1;47.0;6.31;Human Resources;4;Technical Degree;Female;No;Yes;2;Research Scientist;2;5.0;Married;3.0;300000;1;10;1;1;High;1;24.0;4;1;High;1.0;1.0;1.0
105108;0;52.0;6.45;Sales;2;Marketing;Female;;;4;Healthcare Representative;2;;Single;2.0;91667;2;19;4;1;High;4;7.0;4;4;Medium;7.0;2.0;4.0
105109;0;43.0;6.81;Research & Development;5;Other;Male;Yes;No;4;Healthcare Representative;3;2.0;Single;2.0;16667;1;20;3;3;Low;3;0.0;1;4;Medium;0.0;0.0;0.0
105110;0;22.0;7.51;Human Resources;2;Life Sciences;Female;No;No;2;Human Resources;4;9.0;Married;1.0;25000;1;18;4;4;Low;1;0.0;3;1;High;0.0;0.0;0.0
105111;0;;6.61;Sales;2;Other;Male;No;No;1;Manager;4;6.0;Single;3.0;25000;1;22;3;4;Medium;3;1.0;4;3;Low;1.0;1.0;1.0
105112;0;47.0;6.82;Sales;3;Technical Degree;Male;No;No;4;Research Scientist;4;18.0;Married;5.0;200000;2;8;3;3;Low;4;13.0;0;1;Low;2.0;2.0;2.0
105113;0;46.0;7.32;Human Resources;4;Life Sciences;Female;No;No;4;Laboratory Technician;1;10.0;Single;5.0;50000;1;24;1;1;High;3;2.0;2;2;Low;0.0;0.0;0.0
105114;0;48.0;7.32;Human Resources;2;Medical;Male;No;No;3;Laboratory Technician;4;16.0;Divorced;1.0;300000;1;24;4;4;Medium;1;15.0;2;4;Low;11.0;0.0;9.0
105115;0;27.0;7.42;Human Resources;2;Marketing;Female;No;Yes;3;Manager;4;8.0;Married;2.0;83333;1;13;2;1;High;3;3.0;1;2;Low;0.0;0.0;0.0
105116;0;53.0;6.2;Sales;3;Life Sciences;Male;No;No;4;Human Resources;2;29.0;Divorced;1.0;350000;4;22;3;3;Very High;4;19.0;1;4;Low;17.0;1.0;3.0
105117;0;35.0;7.18;Human Resources;4;Human Resources;Female;No;No;3;Manager;3;14.0;Married;2.0;25000;1;7;1;4;Very High;1;2.0;1;1;;2.0;2.0;2.0
105118;0;54.0;10.5;Human Resources;3;Other;Male;No;Yes;3;Manufacturing Director;1;27.0;Married;2.0;175000;2;24;4;3;Very High;4;14.0;1;1;Low;11.0;1.0;10.0
105119;0;25.0;7.41;Sales;3;Life Sciences;Female;Yes;Yes;4;Manager;1;4.0;Single;1.0;25000;1;8;3;3;Very High;2;1.0;5;2;High;1.0;1.0;1.0
105120;0;50.0;7.09;Human Resources;1;Other;Female;No;Yes;2;Manufacturing Director;2;16.0;Single;4.0;158333;2;18;3;2;Low;4;7.0;0;2;Low;7.0;3.0;4.0
105121;0;51.0;8.72;Sales;5;Other;Male;Yes;Yes;3;Research Director;1;10.0;Married;4.0;33333;1;16;3;3;High;3;0.0;1;1;Medium;0.0;0.0;0.0
105122;1;38.0;7.52;Sales;5;Other;Female;No;Yes;2;Manager;1;8.0;Single;3.0;83333;1;12;1;4;Medium;4;5.0;3;1;Low;1.0;1.0;1.0
105123;1;25.0;6.11;Research & Development;4;Technical Degree;Male;Yes;Yes;1;Manager;2;8.0;Married;3.0;58333;1;15;1;3;Medium;2;3.0;4;2;High;0.0;0.0;0.0
105124;0;47.0;9.39;Sales;4;Medical;Male;Yes;Yes;4;Human Resources;2;19.0;Single;4.0;283333;4;23;1;1;Very Low;2;20.0;1;4;High;10.0;1.0;4.0
105125;0;57.0;7.14;Sales;1;Human Resources;Female;Yes;No;2;Laboratory Technician;4;4.0;Divorced;1.0;583333;1;23;4;2;Low;2;32.0;6;4;High;0.0;0.0;0.0
105126;1;49.0;9.39;Sales;2;Marketing;Female;Yes;Yes;4;Sales Representative;3;8.0;Married;2.0;83333;1;21;2;3;High;4;3.0;0;4;Medium;1.0;1.0;1.0
105127;1;43.0;9.42;Sales;3;Medical;Male;Yes;Yes;1;Manager;1;9.0;Married;3.0;183333;3;18;3;2;Very Low;1;14.0;5;2;Low;5.0;5.0;2.0
105128;0;23.0;10.09;Research & Development;4;Life Sciences;Male;Yes;No;3;Manager;1;9.0;Divorced;1.0;16667;1;23;4;2;Very High;1;1.0;6;3;High;1.0;1.0;1.0
105129;0;47.0;6.92;Human Resources;2;Marketing;Male;No;Yes;2;Sales Executive;4;11.0;Single;2.0;100000;2;22;4;2;High;2;6.0;1;4;High;2.0;2.0;2.0
105130;0;51.0;10.07;Sales;5;Medical;Male;Yes;No;2;Laboratory Technician;3;19.0;Single;2.0;441667;3;18;3;2;Very High;2;24.0;0;1;Medium;23.0;4.0;0.0
105131;0;51.0;6.82;Research & Development;2;Other;;Yes;No;3;Research Scientist;2;8.0;Single;1.0;33333;1;9;3;4;Very Low;4;2.0;4;2;Medium;1.0;1.0;1.0
105132;0;32.0;6.04;Research & Development;3;Life Sciences;Male;No;Yes;4;Research Director;3;8.0;Divorced;2.0;150000;4;24;1;1;Medium;4;9.0;2;1;Low;4.0;4.0;0.0
105133;0;29.0;9.68;Human Resources;4;Human Resources;Male;No;No;2;Research Scientist;4;7.0;Married;3.0;133333;2;20;3;3;High;4;6.0;4;4;High;1.0;1.0;1.0
105134;0;47.0;6.61;Human Resources;2;Life Sciences;Male;No;No;4;Manager;3;20.0;Divorced;1.0;391667;3;20;3;3;Low;3;23.0;3;2;Medium;5.0;5.0;4.0
105135;0;58.0;6.3;Sales;5;Life Sciences;Female;Yes;No;1;Human Resources;2;25.0;Single;4.0;383333;4;21;1;2;Very High;3;20.0;3;3;High;16.0;4.0;2.0
105136;0;44.0;8.31;Human Resources;5;Human Resources;Male;No;No;3;Laboratory Technician;1;7.0;Single;5.0;400000;3;19;3;2;Medium;3;21.0;4;3;Low;0.0;0.0;0.0
105137;1;20.0;10.99;Sales;5;Medical;Female;No;Yes;2;Laboratory Technician;2;5.0;Divorced;5.0;16667;1;9;2;4;Medium;1;0.0;6;2;Low;0.0;0.0;0.0
105138;0;36.0;6.3;Sales;2;Other;Male;Yes;No;1;Laboratory Technician;3;13.0;Married;2.0;225000;2;15;4;2;Very High;4;9.0;4;1;Low;4.0;4.0;1.0
105139;0;29.0;8.69;Research & Development;4;Marketing;Male;No;Yes;2;Human Resources;2;4.0;Married;1.0;25000;1;21;1;2;Very Low;1;1.0;4;3;Medium;0.0;0.0;0.0
105140;0;57.0;6.19;Research & Development;2;Human Resources;Female;No;Yes;4;Healthcare Representative;4;3.0;Married;5.0;91667;1;11;3;4;Very High;1;5.0;6;2;High;;;
105141;0;57.0;7.59;Sales;2;Life Sciences;;Yes;No;4;Sales Executive;2;18.0;Divorced;2.0;525000;2;10;1;2;Very Low;4;27.0;0;3;Low;2.0;2.0;2.0
105142;0;42.0;7.38;Human Resources;4;Life Sciences;Male;No;Yes;4;Sales Executive;1;16.0;Married;4.0;175000;1;7;3;1;Very High;4;12.0;4;2;Medium;6.0;5.0;5.0
105143;1;52.0;10.96;Human Resources;1;Life Sciences;Female;No;Yes;4;Manufacturing Director;1;6.0;Married;4.0;291667;3;7;4;3;Medium;1;16.0;6;1;Medium;5.0;5.0;4.0
105144;0;50.0;7.62;Human Resources;5;Life Sciences;Male;No;Yes;3;Healthcare Representative;3;10.0;Divorced;4.0;333333;2;24;1;2;Very High;3;22.0;2;1;;21.0;5.0;0.0
105145;0;54.0;5.98;Human Resources;4;Medical;Male;No;No;4;Healthcare Representative;3;16.0;Divorced;3.0;75000;1;23;2;3;Low;1;4.0;6;3;Low;2.0;2.0;2.0
105146;0;23.0;10.61;Human Resources;3;Technical Degree;Female;No;Yes;1;Healthcare Representative;4;10.0;Single;2.0;33333;1;14;4;3;Low;4;0.0;1;2;Low;0.0;0.0;0.0
105147;0;31.0;7.81;Sales;5;Life Sciences;Male;No;No;4;Human Resources;3;14.0;Married;3.0;66667;1;12;3;1;Very High;3;4.0;4;4;Low;;;
105148;1;;6.0;Research & Development;2;Medical;Female;No;Yes;2;Research Scientist;3;16.0;Married;5.0;241667;1;11;1;4;Very High;1;15.0;4;1;Medium;4.0;4.0;4.0
105149;0;36.0;9.43;Sales;5;Medical;Female;No;No;2;Laboratory Technician;3;12.0;Divorced;2.0;83333;2;17;4;3;Low;4;5.0;5;2;Low;5.0;5.0;5.0
105150;1;46.0;10.61;Human Resources;2;Human Resources;Male;No;Yes;3;;3;12.0;;3.0;283333;3;21;2;2;Very Low;2;20.0;1;1;Medium;5.0;5.0;5.0
105151;0;57.0;7.11;Research & Development;2;Marketing;Male;Yes;Yes;1;Sales Executive;3;17.0;Divorced;4.0;308333;4;9;4;1;High;4;21.0;2;1;Low;5.0;5.0;5.0
105152;1;42.0;10.41;Human Resources;3;Marketing;Male;No;No;3;Human Resources;2;22.0;Divorced;2.0;216667;1;8;3;4;Very High;1;13.0;1;1;High;12.0;4.0;3.0
105153;0;52.0;7.78;Research & Development;2;Human Resources;Female;No;No;1;Laboratory Technician;3;12.0;Single;2.0;216667;1;25;2;1;Low;4;15.0;4;4;Medium;11.0;4.0;9.0
105154;0;36.0;6.81;Human Resources;5;Medical;Female;No;Yes;2;Research Scientist;1;11.0;Divorced;2.0;183333;2;7;1;3;Very High;4;11.0;3;2;Low;2.0;2.0;2.0
105155;0;37.0;8.59;Sales;5;Marketing;Female;Yes;No;4;Human Resources;1;14.0;Divorced;2.0;83333;1;10;4;1;High;2;4.0;1;2;Low;2.0;2.0;2.0
105156;1;44.0;6.82;Research & Development;4;Human Resources;Male;No;Yes;2;Laboratory Technician;4;5.0;Single;2.0;133333;2;10;1;3;Very Low;2;10.0;2;1;Low;5.0;5.0;2.0
105157;1;35.0;7.17;Research & Development;5;Human Resources;Female;Yes;Yes;3;Human Resources;2;6.0;Married;1.0;8333;1;16;4;3;Low;4;0.0;1;3;Medium;0.0;0.0;0.0
105158;0;25.0;6.02;Research & Development;3;Medical;Female;Yes;Yes;4;Sales Executive;4;3.0;Married;3.0;25000;1;25;1;2;Very Low;2;0.0;6;4;Low;0.0;0.0;0.0
105159;0;31.0;7.47;Sales;5;Technical Degree;Female;Yes;No;3;Sales Executive;1;7.0;Divorced;1.0;166667;3;9;2;2;Very Low;4;7.0;2;3;Medium;2.0;2.0;2.0
105160;0;24.0;7.67;Human Resources;5;Human Resources;Female;No;No;1;Laboratory Technician;4;6.0;Married;4.0;58333;1;17;2;4;Very High;3;2.0;1;3;High;1.0;1.0;1.0
105161;0;36.0;6.78;Sales;3;Medical;Male;Yes;Yes;1;Research Director;2;12.0;Divorced;3.0;91667;3;13;1;3;Low;4;6.0;1;4;Medium;4.0;4.0;0.0
105162;1;45.0;8.88;Sales;3;Technical Degree;Male;No;Yes;1;Sales Executive;2;7.0;Divorced;1.0;308333;5;23;2;2;Very High;1;22.0;0;1;High;6.0;1.0;6.0
105163;0;48.0;7.98;Research & Development;5;Other;Female;No;Yes;4;Laboratory Technician;4;2.0;Married;4.0;266667;1;11;3;2;Medium;1;21.0;2;1;Medium;0.0;0.0;0.0
105164;0;;6.17;Sales;3;Medical;Male;No;Yes;4;Sales Representative;3;28.0;Married;2.0;258333;2;23;1;2;Very High;2;17.0;3;1;Low;12.0;5.0;4.0
